"","id","kidgen","momage","kidage","homecog","homeemo","occasion","anti","read","kidagetv","kidage6","kidagesq","kidagec","occasion2"
"953",5438,0,28,6.75,9,11,3,5,5.5,12.75,6.75,45.5625,307.546875,9
"954",5442,0,27,7,9,10,0,0,3.2,7,1,1,1,0
"955",5442,0,27,7,9,10,1,0,5.2,9,3,9,27,1
"956",5442,0,27,7,9,10,2,NA,6.6,11,5,25,125,4
"957",5442,0,27,7,9,10,3,0,7.9,13,7,49,343,9
"958",5444,0,27,7.33,10,11,0,0,4.3,7.33,1.33,1.7689,2.352637,0
"959",5444,0,27,7.33,10,11,1,1,5.6,9.33,3.33,11.0889,36.926037,1
"960",5444,0,27,7.33,10,11,2,0,5.5,11.33,5.33,28.4089,151.419437,4
"961",5444,0,27,7.33,10,11,3,1,5.8,13.33,7.33,53.7289,393.832837,9
"962",5542,1,27,6.83,11,11,0,3,1.8,6.83,0.83,0.6889,0.571787,0
"963",5542,1,27,6.83,11,11,1,6,2.5,8.83,2.83,8.0089,22.665187,1
"964",5542,1,27,6.83,11,11,2,7,3.6,10.83,4.83,23.3289,112.678587,4
"965",5542,1,27,6.83,11,11,3,9,4.7,12.83,6.83,46.6489,318.611987,9
"966",5572,0,27,7.58,12,12,0,2,4.4,7.58,1.58,2.4964,3.944312,0
"967",5572,0,27,7.58,12,12,1,1,5.4,9.58,3.58,12.8164,45.882712,1
"968",5572,0,27,7.58,12,12,2,1,5.8,11.58,5.58,31.1364,173.741112,4
"969",5572,0,27,7.58,12,12,3,2,6.3,13.58,7.58,57.4564,435.519512,9
"970",5576,1,27,6.67,13,8,0,2,1.7,6.67,0.67,0.4489,0.300763,0
"971",5576,1,27,6.67,13,8,1,6,4,8.67,2.67,7.1289,19.034163,1
"972",5576,1,27,6.67,13,8,2,6,4.9,10.67,4.67,21.8089,101.847563,4
"973",5576,1,27,6.67,13,8,3,6,5.2,12.67,6.67,44.4889,296.740963,9
"974",5595,1,27,6.75,12,10,0,0,2.4,6.75,0.75,0.5625,0.421875,0
"975",5595,1,27,6.75,12,10,1,0,5,8.75,2.75,7.5625,20.796875,1
"976",5595,1,27,6.75,12,10,2,1,5.7,10.75,4.75,22.5625,107.171875,4
"977",5595,1,27,6.75,12,10,3,1,6.9,12.75,6.75,45.5625,307.546875,9
"978",5632,0,28,6.17,11,12,0,1,2,6.17,0.17,0.0289,0.00491299999999999,0
"979",5632,0,28,6.17,11,12,1,0,5.3,8.17,2.17,4.7089,10.218313,1
"980",5632,0,28,6.17,11,12,2,0,4.7,10.17,4.17,17.3889,72.511713,4
"981",5641,1,28,6.83,10,12,0,3,2.9,6.83,0.83,0.6889,0.571787,0
"982",5641,1,28,6.83,10,12,1,1,4.8,8.83,2.83,8.0089,22.665187,1
"983",5643,0,28,6.83,6,10,0,1,2.1,6.83,0.83,0.6889,0.571787,0
"984",5674,1,28,6.42,8,10,0,3,1.8,6.42,0.42,0.1764,0.074088,0
"985",5674,1,28,6.42,8,10,1,5,2.5,8.42,2.42,5.8564,14.172488,1
"986",5718,0,27,7.08,10,11,0,0,2.5,7.08,1.08,1.1664,1.259712,0
"987",5718,0,27,7.08,10,11,1,0,4.9,9.08,3.08,9.4864,29.218112,1
"988",5720,0,27,6.67,10,11,0,1,2,6.67,0.67,0.4489,0.300763,0
"989",5720,0,27,6.67,10,11,1,0,3.1,8.67,2.67,7.1289,19.034163,1
"990",5734,0,27,6.58,10,11,0,0,2.1,6.58,0.58,0.3364,0.195112,0
"991",5734,0,27,6.58,10,11,1,2,3.5,8.58,2.58,6.6564,17.173512,1
"992",5774,0,28,7.67,9,10,0,0,5.1,7.67,1.67,2.7889,4.657463,0
"993",5774,0,28,7.67,9,10,1,3,6.2,9.67,3.67,13.4689,49.430863,1
"994",5776,0,27,7.75,10,7,0,6,2.4,7.75,1.75,3.0625,5.359375,0
"995",5776,0,27,7.75,10,7,1,7,3,9.75,3.75,14.0625,52.734375,1
"996",5825,0,27,7.58,8,13,0,1,2,7.58,1.58,2.4964,3.944312,0
"997",5825,0,27,7.58,8,13,1,0,4,9.58,3.58,12.8164,45.882712,1
"998",5847,0,27,8,10,12,0,1,4.6,8,2,4,8,0
"999",5847,0,27,8,10,12,1,2,5.1,10,4,16,64,1
"1000",5878,0,27,6.42,14,12,0,0,1.7,6.42,0.42,0.1764,0.074088,0
"1001",5878,0,27,6.42,14,12,1,NA,4.6,8.42,2.42,5.8564,14.172488,1
"1002",5878,0,27,6.42,14,12,2,0,5.8,10.42,4.42,19.5364,86.350888,4
"1003",5878,0,27,6.42,14,12,3,0,7.2,12.42,6.42,41.2164,264.609288,9
"1004",5962,0,27,6.33,9,11,0,1,2.8,6.33,0.33,0.1089,0.035937,0
"1005",5962,0,27,6.33,9,11,1,1,4.4,8.33,2.33,5.4289,12.649337,1
"1006",5962,0,27,6.33,9,11,2,1,5.1,10.33,4.33,18.7489,81.182737,4
"1007",5962,0,27,6.33,9,11,3,0,6,12.33,6.33,40.0689,253.636137,9
"1008",6035,1,26,6.33,8,8,0,2,2.3,6.33,0.33,0.1089,0.035937,0
"1009",6035,1,26,6.33,8,8,1,3,4.9,8.33,2.33,5.4289,12.649337,1
"1010",6035,1,26,6.33,8,8,2,3,NA,10.33,4.33,18.7489,81.182737,4
"1011",6035,1,26,6.33,8,8,3,1,7.7,12.33,6.33,40.0689,253.636137,9
"1012",6058,1,26,6.08,9,10,0,2,1.8,6.08,0.0800000000000001,0.00640000000000001,0.000512000000000001,0
"1013",6058,1,26,6.08,9,10,1,1,2.2,8.08,2.08,4.3264,8.998912,1
"1014",6058,1,26,6.08,9,10,2,4,NA,10.08,4.08,16.6464,67.917312,4
"1015",6058,1,26,6.08,9,10,3,1,4,12.08,6.08,36.9664,224.755712,9
"1016",6063,1,26,6.58,11,10,0,0,2,6.58,0.58,0.3364,0.195112,0
"1017",6063,1,26,6.58,11,10,1,0,3.9,8.58,2.58,6.6564,17.173512,1
"1018",6063,1,26,6.58,11,10,2,2,4.9,10.58,4.58,20.9764,96.071912,4
"1019",6063,1,26,6.58,11,10,3,1,7.7,12.58,6.58,43.2964,284.890312,9
"1020",6069,0,26,7.5,11,5,0,2,2.7,7.5,1.5,2.25,3.375,0
"1021",6069,0,26,7.5,11,5,1,4,3.4,9.5,3.5,12.25,42.875,1
"1022",6069,0,26,7.5,11,5,2,4,4,11.5,5.5,30.25,166.375,4
"1023",6069,0,26,7.5,11,5,3,0,4.7,13.5,7.5,56.25,421.875,9
"1024",6071,0,27,7.67,14,12,0,0,3.1,7.67,1.67,2.7889,4.657463,0
"1025",6071,0,27,7.67,14,12,1,1,4.9,9.67,3.67,13.4689,49.430863,1
"1026",6071,0,27,7.67,14,12,2,2,6.1,11.67,5.67,32.1489,182.284263,4
"1027",6071,0,27,7.67,14,12,3,0,6.7,13.67,7.67,58.8289,451.217663,9
"1028",6083,0,27,7.58,9,12,0,2,2.3,7.58,1.58,2.4964,3.944312,0
"1029",6083,0,27,7.58,9,12,1,0,NA,9.58,3.58,12.8164,45.882712,1
"1030",6096,1,26,6,8,9,0,1,1.8,6,0,0,0,0
"1031",6096,1,26,6,8,9,1,3,3.6,8,2,4,8,1
"1032",6096,1,26,6,8,9,2,2,4.6,10,4,16,64,4
"1033",6096,1,26,6,8,9,3,5,4.7,12,6,36,216,9
"1034",6171,0,26,7.17,9,9,0,2,2.2,7.17,1.17,1.3689,1.601613,0
"1035",6171,0,26,7.17,9,9,1,1,3.3,9.17,3.17,10.0489,31.855013,1
"1036",6171,0,26,7.17,9,9,2,2,4,11.17,5.17,26.7289,138.188413,4
"1037",6171,0,26,7.17,9,9,3,1,4.2,13.17,7.17,51.4089,368.601813,9
"1038",6244,0,26,7.92,11,11,0,1,3.7,7.92,1.92,3.6864,7.077888,0
"1039",6244,0,26,7.92,11,11,1,1,5,9.92,3.92,15.3664,60.236288,1
"1040",6244,0,26,7.92,11,11,2,1,6.9,11.92,5.92,35.0464,207.474688,4
"1041",6244,0,26,7.92,11,11,3,1,5.7,13.92,7.92,62.7264,496.793088,9
"1042",6246,0,26,7.92,10,9,0,1,3.5,7.92,1.92,3.6864,7.077888,0
"1043",6246,0,26,7.92,10,9,1,0,5.7,9.92,3.92,15.3664,60.236288,1
"1044",6246,0,26,7.92,10,9,2,0,6.1,11.92,5.92,35.0464,207.474688,4
"1045",6246,0,26,7.92,10,9,3,0,6.7,13.92,7.92,62.7264,496.793088,9
"1046",6278,1,26,6.17,8,10,0,4,1.4,6.17,0.17,0.0289,0.00491299999999999,0
"1047",6278,1,26,6.17,8,10,1,2,4.1,8.17,2.17,4.7089,10.218313,1
"1048",6278,1,26,6.17,8,10,2,2,5.2,10.17,4.17,17.3889,72.511713,4
"1049",6278,1,26,6.17,8,10,3,0,NA,12.17,6.17,38.0689,234.885113,9
"1050",6288,1,26,6.58,12,8,0,0,3.1,6.58,0.58,0.3364,0.195112,0
"1051",6288,1,26,6.58,12,8,1,0,5.4,8.58,2.58,6.6564,17.173512,1
"1052",6288,1,26,6.58,12,8,2,0,6.6,10.58,4.58,20.9764,96.071912,4
"1053",6288,1,26,6.58,12,8,3,0,7.8,12.58,6.58,43.2964,284.890312,9
"1054",6295,1,26,7,12,7,0,7,2.2,7,1,1,1,0
"1055",6295,1,26,7,12,7,1,1,5.3,9,3,9,27,1
"1056",6295,1,26,7,12,7,2,3,5.7,11,5,25,125,4
"1057",6295,1,26,7,12,7,3,3,6.1,13,7,49,343,9
"1058",6301,0,26,6.83,11,13,0,1,2.2,6.83,0.83,0.6889,0.571787,0
"1059",6301,0,26,6.83,11,13,1,2,4.7,8.83,2.83,8.0089,22.665187,1
"1060",6301,0,26,6.83,11,13,2,1,5.5,10.83,4.83,23.3289,112.678587,4
"1061",6301,0,26,6.83,11,13,3,2,6.6,12.83,6.83,46.6489,318.611987,9
"1062",6303,1,26,6.75,8,9,0,1,3.6,6.75,0.75,0.5625,0.421875,0
"1063",6303,1,26,6.75,8,9,1,0,5.6,8.75,2.75,7.5625,20.796875,1
"1064",6303,1,26,6.75,8,9,2,0,8.3,10.75,4.75,22.5625,107.171875,4
"1065",6303,1,26,6.75,8,9,3,0,7.9,12.75,6.75,45.5625,307.546875,9
"1066",6309,1,26,7.25,11,11,0,0,2.4,7.25,1.25,1.5625,1.953125,0
"1067",6309,1,26,7.25,11,11,1,4,5.2,9.25,3.25,10.5625,34.328125,1
"1068",6309,1,26,7.25,11,11,2,4,5.8,11.25,5.25,27.5625,144.703125,4
"1069",6309,1,26,7.25,11,11,3,2,7.9,13.25,7.25,52.5625,381.078125,9
"1070",6339,1,26,7.92,10,12,0,1,3.9,7.92,1.92,3.6864,7.077888,0
"1071",6339,1,26,7.92,10,12,1,NA,4.9,9.92,3.92,15.3664,60.236288,1
"1072",6339,1,26,7.92,10,12,2,4,5.7,11.92,5.92,35.0464,207.474688,4
"1073",6339,1,26,7.92,10,12,3,0,6.5,13.92,7.92,62.7264,496.793088,9
"1074",6349,0,27,7,6,11,0,1,2.5,7,1,1,1,0
"1075",6349,0,27,7,6,11,1,3,5.1,9,3,9,27,1
"1076",6349,0,27,7,6,11,2,2,5.7,11,5,25,125,4
"1077",6349,0,27,7,6,11,3,3,6.2,13,7,49,343,9
"1078",6368,1,26,7.08,9,7,0,2,3.4,7.08,1.08,1.1664,1.259712,0
"1079",6368,1,26,7.08,9,7,3,4,NA,13.08,7.08,50.1264,354.894912,9
"1080",6376,1,27,7.5,7,11,0,5,4.1,7.5,1.5,2.25,3.375,0
"1081",6376,1,27,7.5,7,11,1,5,5.6,9.5,3.5,12.25,42.875,1
"1082",6376,1,27,7.5,7,11,2,5,5.9,11.5,5.5,30.25,166.375,4
"1083",6379,1,26,7.67,8,8,0,2,2.4,7.67,1.67,2.7889,4.657463,0
"1084",6379,1,26,7.67,8,8,1,2,3,9.67,3.67,13.4689,49.430863,1
"1085",6379,1,26,7.67,8,8,2,7,4.1,11.67,5.67,32.1489,182.284263,4
"1086",6395,0,26,6.58,11,7,0,1,2.5,6.58,0.58,0.3364,0.195112,0
"1087",6395,0,26,6.58,11,7,1,3,3.9,8.58,2.58,6.6564,17.173512,1
"1088",6395,0,26,6.58,11,7,2,3,5.3,10.58,4.58,20.9764,96.071912,4
"1089",6395,0,26,6.58,11,7,3,3,5.1,12.58,6.58,43.2964,284.890312,9
"1090",6405,1,27,7.42,9,12,0,3,2.2,7.42,1.42,2.0164,2.863288,0
"1091",6405,1,27,7.42,9,12,1,2,NA,9.42,3.42,11.6964,40.001688,1
"1092",6410,0,26,6.25,6,11,0,0,2.2,6.25,0.25,0.0625,0.015625,0
"1093",6410,0,26,6.25,6,11,1,0,5,8.25,2.25,5.0625,11.390625,1
"1094",6410,0,26,6.25,6,11,2,0,6.1,10.25,4.25,18.0625,76.765625,4
"1095",6410,0,26,6.25,6,11,3,0,8.1,12.25,6.25,39.0625,244.140625,9
"1096",6411,1,26,7.17,8,9,0,1,2.1,7.17,1.17,1.3689,1.601613,0
"1097",6411,1,26,7.17,8,9,1,4,3.4,9.17,3.17,10.0489,31.855013,1
"1098",6411,1,26,7.17,8,9,2,2,4.3,11.17,5.17,26.7289,138.188413,4
"1099",6411,1,26,7.17,8,9,3,1,4.4,13.17,7.17,51.4089,368.601813,9
"1100",6414,0,26,7.08,12,10,0,0,2.6,7.08,1.08,1.1664,1.259712,0
"1101",6414,0,26,7.08,12,10,1,1,3.8,9.08,3.08,9.4864,29.218112,1
"1102",6414,0,26,7.08,12,10,2,0,5.8,11.08,5.08,25.8064,131.096512,4
"1103",6414,0,26,7.08,12,10,3,0,6.1,13.08,7.08,50.1264,354.894912,9
"1104",6422,0,26,6.17,5,9,0,0,1.7,6.17,0.17,0.0289,0.00491299999999999,0
"1105",6422,0,26,6.17,5,9,1,0,2.1,8.17,2.17,4.7089,10.218313,1
"1106",6422,0,26,6.17,5,9,2,0,2.4,10.17,4.17,17.3889,72.511713,4
"1107",6433,1,27,6.08,8,11,0,1,1.7,6.08,0.0800000000000001,0.00640000000000001,0.000512000000000001,0
"1108",6433,1,27,6.08,8,11,1,1,4.4,8.08,2.08,4.3264,8.998912,1
"1109",6433,1,27,6.08,8,11,2,0,4.9,10.08,4.08,16.6464,67.917312,4
"1110",6433,1,27,6.08,8,11,3,5,5.8,12.08,6.08,36.9664,224.755712,9
"1111",6445,0,26,7.5,14,11,0,2,4.6,7.5,1.5,2.25,3.375,0
"1112",6445,0,26,7.5,14,11,1,0,5.9,9.5,3.5,12.25,42.875,1
"1113",6456,0,26,6,13,12,0,0,1.8,6,0,0,0,0
"1114",6456,0,26,6,13,12,1,2,5.1,8,2,4,8,1
"1115",6469,0,26,6.08,9,8,0,3,1.7,6.08,0.0800000000000001,0.00640000000000001,0.000512000000000001,0
"1116",6469,0,26,6.08,9,8,1,0,2.5,8.08,2.08,4.3264,8.998912,1
"1117",6476,0,26,7.33,12,10,0,1,1.9,7.33,1.33,1.7689,2.352637,0
"1118",6476,0,26,7.33,12,10,1,1,3,9.33,3.33,11.0889,36.926037,1
"1119",6490,1,26,7.5,7,12,0,6,3.1,7.5,1.5,2.25,3.375,0
"1120",6490,1,26,7.5,7,12,1,7,5.1,9.5,3.5,12.25,42.875,1
"1121",6529,0,26,7.83,7,10,0,0,5.1,7.83,1.83,3.3489,6.128487,0
"1122",6529,0,26,7.83,7,10,1,0,5.3,9.83,3.83,14.6689,56.181887,1
"1123",6532,0,26,7,11,7,0,3,2.4,7,1,1,1,0
"1124",6532,0,26,7,11,7,1,0,4.2,9,3,9,27,1
"1125",6551,1,26,6.33,9,9,0,2,1.2,6.33,0.33,0.1089,0.035937,0
"1126",6551,1,26,6.33,9,9,1,5,4,8.33,2.33,5.4289,12.649337,1
"1127",6583,1,26,7.83,11,7,0,1,2.6,7.83,1.83,3.3489,6.128487,0
"1128",6583,1,26,7.83,11,7,1,1,3.4,9.83,3.83,14.6689,56.181887,1
"1129",6612,0,27,6.42,6,11,0,2,1.9,6.42,0.42,0.1764,0.074088,0
"1130",6612,0,27,6.42,6,11,1,2,3.7,8.42,2.42,5.8564,14.172488,1
"1131",6734,0,27,6.25,8,11,0,1,2.1,6.25,0.25,0.0625,0.015625,0
"1132",6734,0,27,6.25,8,11,1,2,4.7,8.25,2.25,5.0625,11.390625,1
"1133",6734,0,27,6.25,8,11,2,2,7,10.25,4.25,18.0625,76.765625,4
"1134",6734,0,27,6.25,8,11,3,4,8.2,12.25,6.25,39.0625,244.140625,9
"1135",6825,0,25,8,12,10,0,1,2.6,8,2,4,8,0
"1136",6825,0,25,8,12,10,1,1,4.4,10,4,16,64,1
"1137",6825,0,25,8,12,10,2,0,4.6,12,6,36,216,4
"1138",6825,0,25,8,12,10,3,0,5,14,8,64,512,9
"1139",6853,0,25,7.67,11,7,0,7,2.8,7.67,1.67,2.7889,4.657463,0
"1140",6853,0,25,7.67,11,7,1,6,2.8,9.67,3.67,13.4689,49.430863,1
"1141",6853,0,25,7.67,11,7,2,6,3.9,11.67,5.67,32.1489,182.284263,4
"1142",6853,0,25,7.67,11,7,3,5,4,13.67,7.67,58.8289,451.217663,9
"1143",6874,0,26,6.25,11,8,0,0,2.2,6.25,0.25,0.0625,0.015625,0
"1144",6874,0,26,6.25,11,8,1,2,4.2,8.25,2.25,5.0625,11.390625,1
"1145",6878,1,26,6.17,14,10,0,0,1.9,6.17,0.17,0.0289,0.00491299999999999,0
"1146",6878,1,26,6.17,14,10,1,3,4.8,8.17,2.17,4.7089,10.218313,1
"1147",6878,1,26,6.17,14,10,2,1,5.8,10.17,4.17,17.3889,72.511713,4
"1148",6878,1,26,6.17,14,10,3,0,7.4,12.17,6.17,38.0689,234.885113,9
"1149",6907,0,26,7.42,9,8,0,1,1.9,7.42,1.42,2.0164,2.863288,0
"1150",6907,0,26,7.42,9,8,1,3,2.6,9.42,3.42,11.6964,40.001688,1
"1151",6907,0,26,7.42,9,8,2,3,3.9,11.42,5.42,29.3764,159.220088,4
"1152",6907,0,26,7.42,9,8,3,NA,4.8,13.42,7.42,55.0564,408.518488,9
"1153",6919,0,26,6.5,7,10,0,1,2.5,6.5,0.5,0.25,0.125,0
"1154",6919,0,26,6.5,7,10,1,2,4.3,8.5,2.5,6.25,15.625,1
"1155",6919,0,26,6.5,7,10,2,2,6.5,10.5,4.5,20.25,91.125,4
"1156",6919,0,26,6.5,7,10,3,1,6,12.5,6.5,42.25,274.625,9
"1157",6932,1,25,7,6,12,0,0,3.3,7,1,1,1,0
"1158",6932,1,25,7,6,12,1,1,4.2,9,3,9,27,1
"1159",6932,1,25,7,6,12,2,1,4.4,11,5,25,125,4
"1160",6932,1,25,7,6,12,3,0,6.6,13,7,49,343,9
"1161",6975,1,25,6.25,10,10,0,3,1.8,6.25,0.25,0.0625,0.015625,0
"1162",6975,1,25,6.25,10,10,1,1,3.6,8.25,2.25,5.0625,11.390625,1
"1163",6975,1,25,6.25,10,10,2,1,NA,10.25,4.25,18.0625,76.765625,4
"1164",6975,1,25,6.25,10,10,3,1,NA,12.25,6.25,39.0625,244.140625,9
"1165",6997,1,25,8,6,4,0,5,3.6,8,2,4,8,0
"1166",6997,1,25,8,6,4,1,10,5.1,10,4,16,64,1
"1167",6997,1,25,8,6,4,2,8,5.6,12,6,36,216,4
"1168",6997,1,25,8,6,4,3,10,NA,14,8,64,512,9
"1169",7045,1,26,6.42,12,13,0,0,3.2,6.42,0.42,0.1764,0.074088,0
"1170",7045,1,26,6.42,12,13,1,1,5,8.42,2.42,5.8564,14.172488,1
"1171",7045,1,26,6.42,12,13,2,0,6.5,10.42,4.42,19.5364,86.350888,4
"1172",7045,1,26,6.42,12,13,3,1,7.2,12.42,6.42,41.2164,264.609288,9
"1173",7119,1,26,8,12,10,0,1,3.9,8,2,4,8,0
"1174",7185,1,25,6.08,6,11,0,2,1.8,6.08,0.0800000000000001,0.00640000000000001,0.000512000000000001,0
"1175",7185,1,25,6.08,6,11,1,1,2.6,8.08,2.08,4.3264,8.998912,1
"1176",7185,1,25,6.08,6,11,2,0,3.1,10.08,4.08,16.6464,67.917312,4
"1177",7185,1,25,6.08,6,11,3,2,4,12.08,6.08,36.9664,224.755712,9
"1178",7201,0,26,7.5,12,8,0,0,4.4,7.5,1.5,2.25,3.375,0
"1179",7201,0,26,7.5,12,8,1,2,5.7,9.5,3.5,12.25,42.875,1
"1180",7211,1,25,7.58,5,9,0,2,2.2,7.58,1.58,2.4964,3.944312,0
"1181",7211,1,25,7.58,5,9,1,4,3.4,9.58,3.58,12.8164,45.882712,1
"1182",7221,0,25,6.5,11,12,0,0,2.1,6.5,0.5,0.25,0.125,0
"1183",7221,0,25,6.5,11,12,1,1,3.8,8.5,2.5,6.25,15.625,1
"1184",7236,1,25,8,9,11,0,2,5.1,8,2,4,8,0
"1185",7236,1,25,8,9,11,1,1,6.6,10,4,16,64,1
"1186",7242,0,25,7.75,12,8,0,1,3.6,7.75,1.75,3.0625,5.359375,0
"1187",7242,0,25,7.75,12,8,1,NA,5.5,9.75,3.75,14.0625,52.734375,1
"1188",7244,1,25,7.75,10,10,0,1,3.5,7.75,1.75,3.0625,5.359375,0
"1189",7247,0,26,7.75,9,11,0,1,2.5,7.75,1.75,3.0625,5.359375,0
"1190",7247,0,26,7.75,9,11,1,1,3.8,9.75,3.75,14.0625,52.734375,1
"1191",7259,0,26,7.17,3,4,0,3,1.9,7.17,1.17,1.3689,1.601613,0
"1192",7259,0,26,7.17,3,4,1,NA,3.2,9.17,3.17,10.0489,31.855013,1
"1193",7266,1,25,6,10,11,0,0,1.7,6,0,0,0,0
"1194",7266,1,25,6,10,11,1,NA,4.2,8,2,4,8,1
"1195",7288,1,26,6.42,10,13,0,0,1.6,6.42,0.42,0.1764,0.074088,0
"1196",7288,1,26,6.42,10,13,1,3,2.5,8.42,2.42,5.8564,14.172488,1
"1197",7290,0,25,6.08,5,10,0,0,1.8,6.08,0.0800000000000001,0.00640000000000001,0.000512000000000001,0
"1198",7290,0,25,6.08,5,10,1,9,2.6,8.08,2.08,4.3264,8.998912,1
"1199",7295,0,26,7,10,6,0,3,3.1,7,1,1,1,0
"1200",7295,0,26,7,10,6,1,6,3.7,9,3,9,27,1
"1201",7297,1,25,7.5,9,8,0,1,4.7,7.5,1.5,2.25,3.375,0
"1202",7297,1,25,7.5,9,8,1,0,5.3,9.5,3.5,12.25,42.875,1
"1203",7307,1,25,6.5,12,11,0,1,3.3,6.5,0.5,0.25,0.125,0
"1204",7307,1,25,6.5,12,11,1,0,5.4,8.5,2.5,6.25,15.625,1
"1205",7311,0,25,7.75,11,12,0,0,4,7.75,1.75,3.0625,5.359375,0
"1206",7311,0,25,7.75,11,12,1,1,5.8,9.75,3.75,14.0625,52.734375,1
"1207",7315,1,25,7.5,7,10,0,2,1.9,7.5,1.5,2.25,3.375,0
"1208",7315,1,25,7.5,7,10,1,2,4.6,9.5,3.5,12.25,42.875,1
"1209",7325,0,25,6.25,8,9,0,0,1.7,6.25,0.25,0.0625,0.015625,0
"1210",7325,0,25,6.25,8,9,1,3,3.9,8.25,2.25,5.0625,11.390625,1
"1211",7380,0,25,6.75,11,11,0,0,2.2,6.75,0.75,0.5625,0.421875,0
"1212",7380,0,25,6.75,11,11,1,0,2.8,8.75,2.75,7.5625,20.796875,1
"1213",7380,0,25,6.75,11,11,2,2,3.4,10.75,4.75,22.5625,107.171875,4
"1214",7380,0,25,6.75,11,11,3,0,4.5,12.75,6.75,45.5625,307.546875,9
"1215",7388,1,25,7.83,8,12,0,2,1.8,7.83,1.83,3.3489,6.128487,0
"1216",7388,1,25,7.83,8,12,1,0,3.2,9.83,3.83,14.6689,56.181887,1
"1217",7388,1,25,7.83,8,12,2,0,NA,11.83,5.83,33.9889,198.155287,4
"1218",7388,1,25,7.83,8,12,3,0,6.5,13.83,7.83,61.3089,480.048687,9
"1219",7424,1,25,7.58,5,10,0,3,4.7,7.58,1.58,2.4964,3.944312,0
"1220",7424,1,25,7.58,5,10,1,3,6,9.58,3.58,12.8164,45.882712,1
"1221",7427,1,26,7.33,7,11,0,0,2.5,7.33,1.33,1.7689,2.352637,0
"1222",7427,1,26,7.33,7,11,1,0,3.7,9.33,3.33,11.0889,36.926037,1
"1223",7482,1,24,6.33,7,12,0,1,1.7,6.33,0.33,0.1089,0.035937,0
"1224",7482,1,24,6.33,7,12,1,0,4.8,8.33,2.33,5.4289,12.649337,1
"1225",7482,1,24,6.33,7,12,2,1,5.8,10.33,4.33,18.7489,81.182737,4
"1226",7482,1,24,6.33,7,12,3,0,6,12.33,6.33,40.0689,253.636137,9
"1227",7509,0,24,7.92,3,7,0,5,2.9,7.92,1.92,3.6864,7.077888,0
"1228",7509,0,24,7.92,3,7,1,3,NA,9.92,3.92,15.3664,60.236288,1
"1229",7509,0,24,7.92,3,7,2,2,3.5,11.92,5.92,35.0464,207.474688,4
"1230",7509,0,24,7.92,3,7,3,0,3.8,13.92,7.92,62.7264,496.793088,9
"1231",7572,1,24,6.83,12,11,0,1,1.9,6.83,0.83,0.6889,0.571787,0
"1232",7572,1,24,6.83,12,11,1,1,3.8,8.83,2.83,8.0089,22.665187,1
"1233",7572,1,24,6.83,12,11,2,0,5,10.83,4.83,23.3289,112.678587,4
"1234",7572,1,24,6.83,12,11,3,1,4.8,12.83,6.83,46.6489,318.611987,9
"1235",7576,0,24,7,11,9,0,2,2.8,7,1,1,1,0
"1236",7576,0,24,7,11,9,1,0,4.6,9,3,9,27,1
"1237",7576,0,24,7,11,9,2,0,NA,11,5,25,125,4
"1238",7576,0,24,7,11,9,3,4,4.9,13,7,49,343,9
"1239",7579,1,24,8,11,10,0,2,2.7,8,2,4,8,0
"1240",7579,1,24,8,11,10,1,2,4.1,10,4,16,64,1
"1241",7579,1,24,8,11,10,2,1,5.4,12,6,36,216,4
"1242",7579,1,24,8,11,10,3,0,5.7,14,8,64,512,9
"1243",7600,0,25,6.17,10,11,0,1,1.7,6.17,0.17,0.0289,0.00491299999999999,0
"1244",7600,0,25,6.17,10,11,1,2,3.9,8.17,2.17,4.7089,10.218313,1
"1245",7600,0,25,6.17,10,11,2,3,5,10.17,4.17,17.3889,72.511713,4
"1246",7600,0,25,6.17,10,11,3,NA,6,12.17,6.17,38.0689,234.885113,9
"1247",7643,0,25,7.92,10,7,0,0,2.8,7.92,1.92,3.6864,7.077888,0
"1248",7643,0,25,7.92,10,7,1,1,4.1,9.92,3.92,15.3664,60.236288,1
"1249",7673,1,25,6.33,5,8,0,2,1.8,6.33,0.33,0.1089,0.035937,0
"1250",7673,1,25,6.33,5,8,1,3,3.5,8.33,2.33,5.4289,12.649337,1
"1251",7673,1,25,6.33,5,8,2,3,4.3,10.33,4.33,18.7489,81.182737,4
"1252",7673,1,25,6.33,5,8,3,7,5.4,12.33,6.33,40.0689,253.636137,9
"1253",7716,0,24,6.17,11,9,0,0,0.9,6.17,0.17,0.0289,0.00491299999999999,0
"1254",7716,0,24,6.17,11,9,1,0,2.7,8.17,2.17,4.7089,10.218313,1
"1255",7716,0,24,6.17,11,9,2,NA,3.8,10.17,4.17,17.3889,72.511713,4
"1256",7716,0,24,6.17,11,9,3,NA,4.7,12.17,6.17,38.0689,234.885113,9
"1257",7725,0,25,6.75,10,11,0,1,2.5,6.75,0.75,0.5625,0.421875,0
"1258",7725,0,25,6.75,10,11,1,1,NA,8.75,2.75,7.5625,20.796875,1
"1259",7725,0,25,6.75,10,11,2,0,4.5,10.75,4.75,22.5625,107.171875,4
"1260",7725,0,25,6.75,10,11,3,2,6.1,12.75,6.75,45.5625,307.546875,9
"1261",7728,1,24,6.17,6,10,0,3,1.7,6.17,0.17,0.0289,0.00491299999999999,0
"1262",7728,1,24,6.17,6,10,1,5,3.7,8.17,2.17,4.7089,10.218313,1
